##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	BT20 paired-end RNA-seq subsampled _end 1_
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	419200
Sequences flagged as poor quality	0
Sequence length	50
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
38	5	0.15895951220810645
38	6	0.2851534353817442
38	7	0.03260390813561287
38	8	0.29015533377641134
38	9	0.15608107894354362
38	10	0.15122029263628178
38	11	0.18499054390373004
38	12	0.18354039730070326
38	13	0.08690432009530724
38	14	0.03232374295220097
38	15	0.006807439581287156
38	16	-0.09427430107608359
38	17	-0.10356563079316317
38	18	-0.14924841117194632
38	19	0.015265288392519949
38	20	0.16499357040230223
38	21	-0.004295104233911218
38	22	-0.018413036339659072
38	23	0.11249377218795331
38	24	0.1547584738868153
38	25	-0.12781707445508772
38	26	0.057834896641352884
38	27	-0.07265258877519898
38	28	-0.19868080751290051
38	29	-0.18150050629014203
38	30	-0.0018811622649224091
38	31	-0.24060407395987937
38	32	-0.18089287487131145
38	33	-0.23142758955880538
38	34	-0.30982635454020624
38	35	-0.29773907589077453
38	36	-0.07519094437387253
38	37	-0.34253441807626217
38	38	-0.015399226825138612
38	39	-0.048384205321831075
38	40	-0.26577513278770937
38	41	0.0639606272858515
38	42	0.06222120599923642
38	43	0.15161065429636977
38	44	0.21360251631401184
38	45	-0.20378790520581447
38	46	0.004590974102484324
38	47	0.1973593118956316
38	48	0.01474002066888147
38	49	0.22305170189250845
38	50	0.021381466438718633
39	1	-0.23534828413171027
39	2	-0.2045578477851393
39	3	-0.2072729239898976
39	4	-0.12878448827416378
39	5	-0.03484488214201775
39	6	-0.18071188064050858
39	7	-0.08223059036631497
39	8	0.0046830838120826
39	9	-0.08971004675198913
39	10	-0.10591339262552424
39	11	0.025748854647062558
39	12	-0.1741960843657253
39	13	0.034828417684117596
39	14	-0.021392907069206046
39	15	-0.04451942587741087
39	16	-0.25786753834245957
39	17	-0.08598109662280962
39	18	-0.19968356597291148
39	19	-0.6070060769948427
39	20	-0.2713561228492338
39	21	0.0683258117312775
39	22	-0.03175302777923861
39	23	0.03894547713873209
39	24	-0.062373071269412605
39	25	-0.3547574368462989
39	26	-0.20422103145109816
39	27	-0.30085918030037817
39	28	-0.4209129376313214
39	29	-0.22141347532995326
39	30	-0.35555144333211786
39	31	-0.40778198807031174
39	32	-0.5817703181585188
39	33	-0.4877944036549664
39	34	-0.308007264798448
39	35	-0.519454013827712
39	36	-0.10871926510436225
39	37	-0.3082035577538207
39	38	-0.23468871177306028
39	39	-0.23104221645037626
39	40	-0.10164686912670362
39	41	-8.489033176601879E-4
39	42	-0.20805629435744777
39	43	-0.03917975803063456
39	44	-0.5151569358189576
39	45	-0.7692929701223505
39	46	-0.8266973694558004
39	47	-0.7695760569158949
39	48	-0.9316146661623392
39	49	-0.6727251564324987
39	50	-1.0272524328336488
40	1	0.24729015862815373
40	2	0.307712484991427
40	3	0.33973658391194306
40	4	0.3221341806195781
40	5	0.40664618813936926
40	6	0.07102266901900833
40	7	0.2646311596015636
40	8	0.15091525649613402
40	9	0.26352777927910864
40	10	0.22329770849229647
40	11	0.16411131128332102
40	12	0.11690310617776589
40	13	0.17853906910387707
40	14	0.1899009384916326
40	15	0.072241463239898
40	16	0.31580264025191696
40	17	0.2862082905029766
40	18	0.27423394655438926
40	19	0.36023020721433596
40	20	0.2555775788082215
40	21	0.15306177472755422
40	22	0.2794380296536261
40	23	0.26000419485683324
40	24	0.34429852066172373
40	25	0.46849516497819366
40	26	0.44928661341592147
40	27	0.49639123727639145
40	28	0.5889001164609269
40	29	0.6100461160872399
40	30	0.5662813974747678
40	31	0.6681848627584159
40	32	0.7036273434115756
40	33	0.47470399028053123
40	34	0.7461171088364011
40	35	0.5322612630578121
40	36	0.8113629653980183
40	37	0.6508899794426384
40	38	0.6700395421136136
40	39	0.6017022265664522
40	40	0.5765459870983989
40	41	0.7142673757521081
40	42	0.6894286086362627
40	43	0.7779537380505701
40	44	0.698722673586154
40	45	0.3291748443450828
40	46	0.7202639565110474
40	47	0.48119485404388485
40	48	0.5614471351996073
40	49	0.3023487225344823
40	50	0.5090606855011828
41	1	-0.06674363296891528
41	2	-0.06211598732001988
41	3	-0.07936594724571222
41	4	0.04854109312118027
41	5	0.21806209460216763
41	6	-0.10513048529167435
41	7	-0.07350966013375171
41	8	-0.1435727301414076
41	9	-0.05482632582175739
41	10	-0.12335525309064366
41	11	-0.13413486628317628
41	12	-0.14512631692386435
41	13	-0.0494739078972799
41	14	-0.22778825590641105
41	15	-0.038705472389040096
41	16	-0.11542567787734015
41	17	-0.3156322594135119
41	18	-0.16479984504267975
41	19	0.038342760214462146
41	20	-0.22193751819806806
41	21	0.16716302103360192
41	22	-0.2003576789420265
41	23	0.012782686441056512
41	24	-0.03039632708336626
41	25	-0.020455111264901404
41	26	0.17659292203727261
41	27	-0.08864987797479529
41	28	-0.08661061204992393
41	29	-0.08769254509739
41	30	0.007820649691133497
41	31	-0.11417733690752385
41	32	0.06648549579497143
41	33	-0.011050217608456592
41	34	0.22978343287596914
41	35	0.07647621873042709
41	36	0.18488538605843274
41	37	0.1540057445717622
41	38	0.07926477659903242
41	39	-0.007205007148051834
41	40	0.1221903401756208
41	41	-0.044453554480448076
41	42	0.024501845177439918
41	43	-0.08278440919342245
41	44	-0.23899414512128203
41	45	-0.07452552826188708
41	46	-0.05053457875812484
41	47	-0.3567853592414778
41	48	-0.039172805697219815
41	49	-0.2047019006185451
41	50	-0.33829894446155606
42	1	0.1665694527652022
42	2	0.02463340525200408
42	3	-0.07446313572193475
42	4	0.2350475145026465
42	5	0.22363307689998635
42	6	0.15641064625987156
42	7	0.15722619547194228
42	8	0.07194271588427625
42	9	0.24928682933270352
42	10	0.16696060945708524
42	11	0.13009630344955525
42	12	0.010314502236148826
42	13	0.1840474388573199
42	14	0.15549011965762816
42	15	0.24015603403234564
42	16	0.1291942457602815
42	17	0.04426881660176463
42	18	-0.05574049065184283
42	19	0.25845730377572806
42	20	0.04394238461345168
42	21	0.1882147391870248
42	22	0.12996165462270426
42	23	0.07622419980447148
42	24	-0.14329115526802383
42	25	-0.22194764857833604
42	26	-0.1573102365882022
42	27	0.010178653785004599
42	28	-0.0829313340214668
42	29	-0.022888657558340242
42	30	-0.09391485881285178
42	31	-0.20106557015986226
42	32	-0.3076120397829527
42	33	-0.16753234187086008
42	34	-0.1342655084638409
42	35	-0.3026195813389947
42	36	-0.3013607090474366
42	37	-0.2114749912838434
42	38	-0.15187024596258425
42	39	-0.3675399602893208
42	40	-0.5367301735348988
42	41	-0.6931953108150566
42	42	-0.572070525527181
42	43	-0.8881384529282386
42	44	-0.7322083068706746
42	45	-0.49264423704355664
42	46	-0.5953540858737085
42	47	-0.555813474479244
42	48	-0.6950301468981905
42	49	-0.9607501477549576
42	50	-0.7379171325906739
43	1	-0.009066571658131295
43	2	0.04094955179203197
43	3	-0.06331150749940662
43	4	0.04543591341716535
43	5	-0.04422648890734138
43	6	0.15530820392609002
43	7	0.09998399737153107
43	8	0.10655940516514306
43	9	0.24188350504505252
43	10	0.08085986318842942
43	11	0.04101048255403583
43	12	0.09080127292813955
43	13	0.08094363967143181
43	14	-0.0132005180628596
43	15	0.2216010815221665
43	16	0.1659564574292105
43	17	-0.1049425131133006
43	18	0.006513579904463995
43	19	0.010594345838143227
43	20	0.08659842260531292
43	21	-0.03183275063658897
43	22	0.026518642411033966
43	23	-0.11096202814668032
43	24	-0.196886813341294
43	25	0.03352216146237197
43	26	-0.1539435473073354
43	27	-0.22686340863018728
43	28	-0.20209686997804255
43	29	-0.23310744995997368
43	30	-0.18357734185220664
43	31	-0.081077442615765
43	32	-0.3058057304206727
43	33	-0.20158932965919263
43	34	-0.19172819503100413
43	35	-0.19499576858458312
43	36	-0.3056008718696859
43	37	-0.17065070363119617
43	38	0.007118899220593278
43	39	-0.31474993315227806
43	40	-0.13131124544806028
43	41	-0.2743689878842588
43	42	-0.22966041697900863
43	43	-0.4197955085591758
43	44	-0.4704291345504572
43	45	-0.3091978327016278
43	46	-0.5937428240012537
43	47	-0.6082388476135705
43	48	-0.5001268226105395
43	49	-0.4432721966016331
43	50	-0.1467027499583864
44	1	-0.09014696514524445
44	2	-0.044023311165908297
44	3	0.13150701353179528
44	4	-0.3380868138555613
44	5	0.0296032261537178
44	6	0.016112138797183206
44	7	-0.05769917766239274
44	8	-0.08328116471273717
44	9	-0.08802660350311697
44	10	-0.15542745024440308
44	11	0.1599470497182125
44	12	-0.17177505000265825
44	13	0.06165937915582731
44	14	0.10175877637404795
44	15	-0.0673066525348176
44	16	-0.11259679901583297
44	17	0.07710463749728547
44	18	-0.12439720706975521
44	19	-0.057960606672033066
44	20	-0.20381880941639707
44	21	-0.24462108170850172
44	22	-0.2730234200041579
44	23	-0.2789996807925448
44	24	-0.14926130452175101
44	25	-0.27866406648877984
44	26	-0.381190833603128
44	27	-0.2734034357672286
44	28	-0.2441253638722074
44	29	-0.13632149337923494
44	30	-0.23421336627554012
44	31	0.03177025073566142
44	32	0.06552228857525932
44	33	-0.03021890903504243
44	34	-0.26560879204593135
44	35	-0.3085897305927219
44	36	-0.17897264934594403
44	37	-0.24431081217936423
44	38	-0.25634785790288106
44	39	-0.2988832438714084
44	40	-0.05613315860952639
44	41	-0.5081206839493859
44	42	-0.333264555377923
44	43	-0.27619815442077567
44	44	-0.26952173970649795
44	45	-0.06279349077490082
44	46	-0.24311527990356296
44	47	-0.3349179520911818
44	48	-0.1547316394355036
44	49	0.0989513447823569
44	50	0.008351524125743026
45	1	-0.07938521195156056
45	2	-0.0592927851217766
45	3	-0.10495907103097579
45	4	-0.315032058812335
45	5	-0.16701598327464495
45	6	0.019157431067817754
45	7	-0.08244002673117024
45	8	-0.08804696109107368
45	9	-0.1008185515438953
45	10	0.08004934445644096
45	11	0.014263364398416911
45	12	0.09015449535413467
45	13	-0.10541017222272586
45	14	0.10420189220698717
45	15	0.05022958558294732
45	16	-0.04621114802009174
45	17	-0.05104711096501546
45	18	0.12479200536949264
45	19	-0.11990735706989852
45	20	-0.10673076261868886
45	21	0.025902381666270458
45	22	-0.0117476662083007
45	23	0.1335772042347685
45	24	0.20670239284157788
45	25	-0.23227067322455497
45	26	0.09480383283413829
45	27	0.002505205464650828
45	28	-0.005181753394339239
45	29	-0.02305210544857772
45	30	0.1615972062221971
45	31	-0.12464077769567439
45	32	0.043740706571732346
45	33	-0.18547719971421373
45	34	-0.22270802212034368
45	35	-0.24437191477268527
45	36	0.028201852783183767
45	37	-0.18275117520573048
45	38	-0.014462185400837768
45	39	-0.25820192424475863
45	40	-0.12301775579649643
45	41	-0.024925707821381593
45	42	-0.3214618971990788
45	43	-0.2779874786927863
45	44	0.04076257359729851
45	45	-0.46350749997959895
45	46	-0.23159650490248396
45	47	-0.08428351620146657
45	48	-0.11725905996971875
45	49	-0.309143627044385
45	50	-0.46714419612028735
46	1	0.13678522626538836
46	2	0.19943904280241043
46	3	0.13399318989233677
46	4	0.18001903572660893
46	5	0.13418893271838073
46	6	0.2197707260835955
46	7	0.1674536099316768
46	8	0.21391253253916176
46	9	0.2242920261896444
46	10	0.20786195232491878
46	11	0.33514349091058193
46	12	0.15351493461464827
46	13	0.3542881572708225
46	14	0.12598028720429255
46	15	0.39946256544214975
46	16	0.3555693341068533
46	17	0.1886998647038709
46	18	0.3266816604311771
46	19	0.22897241623571318
46	20	0.16492521419812078
46	21	0.29226828760094037
46	22	0.1373536639354711
46	23	0.23166426965023135
46	24	0.46644567589648744
46	25	0.3959794291250702
46	26	0.2353559588967684
46	27	0.2933948846086025
46	28	0.24285754886216893
46	29	0.17456696128338223
46	30	0.34431737833012477
46	31	0.30879182808567407
46	32	0.31310886821189143
46	33	0.35766617806427803
46	34	0.3465726406235916
46	35	0.1303160192097934
46	36	0.6421390622908589
46	37	0.3398741127780198
46	38	0.39509686832669644
46	39	0.5485619812564337
46	40	0.513733386104235
46	41	0.41760999413651234
46	42	0.5697745665611293
46	43	0.41115061704223876
46	44	0.5475738408863577
46	45	0.3101994830745127
46	46	0.03820513750798682
46	47	0.18023608274854297
46	48	0.05141312421144306
46	49	0.1178429591339949
46	50	0.19499768053034927
47	1	0.28430007675369495
47	2	0.11584002276683947
47	3	0.30775229315776187
47	4	0.2342023427709421
47	5	0.27977405873777883
47	6	0.23670196077165429
47	7	0.08430765564096987
47	8	0.11224122334696318
47	9	0.23383996725753775
47	10	0.17084480294746385
47	11	0.0647303620721047
47	12	-0.10467380921862457
47	13	0.15425963090910955
47	14	0.09208425740263948
47	15	0.06839735753531073
47	16	0.14340032380380308
47	17	0.10531898743434454
47	18	0.04919567190884777
47	19	0.04934023849969549
47	20	0.24822219040378002
47	21	0.12821653742474837
47	22	0.5442486533639368
47	23	0.4415092204842068
47	24	0.4452270968449099
47	25	0.3048460935543744
47	26	0.13901236726002963
47	27	0.04531621897112359
47	28	0.283801268028526
47	29	0.10591911082863703
47	30	0.244441551904643
47	31	0.022940903495950238
47	32	0.062177566402986884
47	33	-0.04386753338317817
47	34	-0.007993255271969701
47	35	0.10460034313502575
47	36	-0.09078707121251739
47	37	-0.25135990406931086
47	38	-0.0921417798593609
47	39	0.18973391131650175
47	40	-0.19001195738672294
47	41	-0.1712747929225884
47	42	-0.10442082223639915
47	43	0.013426013894275002
47	44	0.07636029589860982
47	45	0.1510978956663891
47	46	0.1461941968092617
47	47	0.2208274174466709
47	48	0.13969382361071325
47	49	-0.0873370925490562
47	50	0.0648251799430426
48	1	-0.11812490981679247
48	2	0.018149899215309517
48	3	0.012379720062838828
48	4	0.009046944106223975
48	5	-0.013718382364203308
48	6	-0.2652549113026339
48	7	0.041102989844027604
48	8	-0.17756769385049154
48	9	-0.30134536003890844
48	10	-0.2628901368115706
48	11	-0.1371344219045625
48	12	-0.06049070738453821
48	13	-0.1892865282498164
48	14	0.03333972513343042
48	15	-0.12343366080556706
48	16	-0.18604484540807675
48	17	-0.019805715197840357
48	18	-0.011563287495654606
48	19	-0.1778104022799809
48	20	-0.10654720565177911
48	21	-0.2908802318178232
48	22	-0.10633457125427981
48	23	-0.09918220764870966
48	24	-8.821810309243006E-4
48	25	-0.23064619406744669
48	26	-0.027839754603220968
48	27	-0.05141465356359731
48	28	-0.09794226661961858
48	29	0.05784144986631645
48	30	-0.10875467248335724
48	31	-0.20236797533145534
48	32	-0.17579342584626545
48	33	-0.28728707140788856
48	34	-0.19968997847049508
48	35	-0.06574345242940183
48	36	-0.25877110927559244
48	37	-0.446164600562291
48	38	-0.5314595605362129
48	39	-0.7302645538818666
48	40	-0.671210637457321
48	41	-0.7411466369867483
48	42	-0.4420771801521397
48	43	-0.5752855201399498
48	44	-0.7222929156737905
48	45	-0.947877624247667
48	46	-0.7980349490736316
48	47	-0.7185095482505162
48	48	-0.9342068747240333
48	49	-1.1333235862947433
48	50	-1.0736714818634212
49	1	0.11738852812013789
49	2	-0.048573729804424204
49	3	0.11788306012808647
49	4	0.11618147882736451
49	5	0.14687661530551566
49	6	-0.10619401336881396
49	7	0.09069907497685392
49	8	0.09089975993232713
49	9	-0.06971571890173323
49	10	0.13040254611525626
49	11	-0.14115415159230338
49	12	0.025321782905969314
49	13	-0.10378474170328644
49	14	-0.07556193713159587
49	15	0.1129536314113011
49	16	-0.27119709024263017
49	17	-0.2434541539115216
49	18	-0.21542378151460184
49	19	0.024729600827058107
49	20	-0.036600025288258564
49	21	-0.12218751782062043
49	22	0.02610289961724277
49	23	0.22655182994644463
49	24	-0.10292894194439839
49	25	0.2295448887350986
49	26	0.08420778306960841
49	27	-0.1334598609583466
49	28	-0.11617669259445051
49	29	0.12685651899789718
49	30	0.15033341202806128
49	31	0.02209606071017589
49	32	-0.06432845769339934
49	33	0.21803373020776462
49	34	0.0704669269202185
49	35	0.25975755735776573
49	36	0.19800223234317116
49	37	0.5215610480317778
49	38	0.2158217817039656
49	39	0.21081824866590182
49	40	0.4132425239532722
49	41	0.3057307903862565
49	42	-0.00314988482823253
49	43	0.1161662431037982
49	44	0.138841929751095
49	45	0.2340394178526921
49	46	-0.34499005238262725
49	47	-0.5182998232233231
49	48	-0.23883247671253116
49	49	-0.2414290702158226
49	50	-0.2708712643707969
50	1	0.0873992659633629
50	2	0.2015413185158721
50	3	0.22451367832105973
50	4	0.21222765155324197
50	5	0.26855938873702456
50	6	0.24568127425198583
50	7	0.3432301380233298
50	8	0.231738078692878
50	9	0.08452572917312295
50	10	0.34088344809408966
50	11	0.2790214888433411
50	12	0.23568763656450642
50	13	0.2698730278932757
50	14	0.29819170606521084
50	15	0.3707577424712838
50	16	0.26145745800096876
50	17	0.1402511689907584
50	18	0.2810097205562627
50	19	0.2215005779707866
50	20	0.3269143174023412
50	21	0.21480818704208815
50	22	0.1941501461274484
50	23	0.2802793955239906
50	24	0.2871040385740855
50	25	0.29715495162817973
50	26	0.18173040923926465
50	27	0.20023779205591552
50	28	0.3697298881694664
50	29	0.22867428245855592
50	30	0.3543907827904462
50	31	0.3610859364579895
50	32	0.3004514165204384
50	33	0.43305904083823066
50	34	0.482800106855791
50	35	0.543658462404558
50	36	0.6058485277872592
50	37	0.41629183496228706
50	38	0.5463556059101293
50	39	0.6243402612445195
50	40	0.5836866104696057
50	41	0.37778938833072573
50	42	0.3067711153251622
50	43	0.4079096086506553
50	44	0.35223738917738245
50	45	0.2319685480873943
50	46	0.45003219029262453
50	47	0.5556762467260512
50	48	-0.014545776298362512
50	49	0.18656985599985632
50	50	-0.014984625315733524
51	1	0.32015949074100547
51	2	0.30782690520784683
51	3	0.28679271520096705
51	4	0.401558156558643
51	5	0.36375495272794467
51	6	0.26689373378084724
51	7	0.3531106783828264
51	8	0.2986317558913427
51	9	0.2378322678207354
51	10	0.44421045490440747
51	11	0.38365101509841537
51	12	0.33332077265917803
51	13	0.23401652832124142
51	14	0.12901303761223204
51	15	0.45620301804718366
51	16	0.3519267371494905
51	17	0.4961366961389899
51	18	0.5364523910932775
51	19	0.4904894507332429
51	20	0.7101527528904086
51	21	0.6110532095570633
51	22	0.61947856710173
51	23	0.4274827002018924
51	24	0.3466849994612886
51	25	0.42924903074693077
51	26	0.4214498093360248
51	27	0.4756648323595911
51	28	0.4503372343791341
51	29	0.5340220551503023
51	30	0.3074628679380069
51	31	0.5581943432906371
51	32	0.5806419565077832
51	33	0.34413417760277554
51	34	0.19140789964355065
51	35	0.35656084787588327
51	36	0.2847030549727023
51	37	0.3720806035231874
51	38	0.38709469265792507
51	39	0.3335993137546609
51	40	0.5250732354556504
51	41	0.34740347042666286
51	42	0.5395871623647253
51	43	0.5192005914946165
51	44	0.4794935389299084
51	45	0.6886504728389795
51	46	0.6733026305441996
51	47	0.6014505014988529
51	48	0.44068476964336156
51	49	0.6783825909185381
51	50	0.4114602408969148
52	1	0.23152610662167206
52	2	0.25645036834075086
52	3	0.2228377848250318
52	4	0.3116137849468359
52	5	0.3330530429380545
52	6	0.15507004388253876
52	7	0.3626064796796413
52	8	0.24996577424516886
52	9	0.33498707064113376
52	10	0.3508823182782521
52	11	0.370913177164816
52	12	0.25664572039683975
52	13	0.43964668811999275
52	14	0.31512011340148405
52	15	0.40280685179979514
52	16	0.54607689836552
52	17	0.5385489131251333
52	18	0.45308067299102106
52	19	0.4207059408299756
52	20	0.45693729032441865
52	21	0.36494188191648647
52	22	0.2911824965209959
52	23	0.4796918912871817
52	24	0.5586929362504307
52	25	0.2969101581961766
52	26	0.388976294826584
52	27	0.36214040193051034
52	28	0.24816170378352354
52	29	0.43695583256588577
52	30	0.3385545307661957
52	31	0.384134179594362
52	32	0.28896495548025314
52	33	0.39639651682964683
52	34	0.2888107271246838
52	35	0.43709799842685015
52	36	0.32429842045475255
52	37	0.11463100567745954
52	38	0.19526533362451204
52	39	0.08656675165991601
52	40	-0.1493943973261196
52	41	0.08851887275809389
52	42	-0.07181134240089193
52	43	-0.06546439805291726
52	44	-0.16689415904691884
52	45	-0.24441830085623195
52	46	-0.7548410820306515
52	47	-0.6557687877333294
52	48	-0.6939040409012307
52	49	-1.0655673789641824
52	50	-0.896090338417828
53	1	0.24980812665240393
53	2	0.2231364651736314
53	3	0.1904512305000523
53	4	0.3138305902742289
53	5	0.3174824142838588
53	6	0.4330803948619959
53	7	0.4068189397153219
53	8	0.24645951243250863
53	9	0.27437378394019873
53	10	0.36542844725922663
53	11	0.2193843763593435
53	12	0.11916846252320568
53	13	0.06463564825282475
53	14	0.21665333015381805
53	15	0.20681829793407758
53	16	0.25616998652548517
53	17	0.28215020611438035
53	18	0.19563097062583523
53	19	0.335849105827414
53	20	0.24228694499737458
53	21	0.20854670766322414
53	22	0.3647963307993436
53	23	0.444858902397705
53	24	0.1904824545589534
53	25	0.037067012628902773
53	26	0.10570213518126792
53	27	0.22486627761276878
53	28	0.03110908336065421
53	29	0.12356491528539948
53	30	0.012931440663216165
53	31	-0.12090883172812994
53	32	-0.07170308896183286
53	33	0.08494861617078442
53	34	7.496810751916883E-4
53	35	0.20693001580801962
53	36	0.01757558294393391
53	37	0.09921051921675428
53	38	0.06413820734609743
53	39	0.16140821916737735
53	40	0.14031821285175283
53	41	0.4148573462535836
53	42	0.25286673507248025
53	43	0.32692780868405436
53	44	0.20212885686814985
53	45	0.4140523684246773
53	46	0.2809722470633744
53	47	0.26878917598524765
53	48	0.25923393094269187
53	49	0.21634666904599698
53	50	0.3102226992237007
54	1	0.11305889902502742
54	2	0.28119968627293446
54	3	0.18915957910629544
54	4	0.33942797904384747
54	5	0.25428749710664533
54	6	0.4384913669169421
54	7	0.4034065363709942
54	8	0.45543648961915295
54	9	0.29996244533553096
54	10	0.43237613537777975
54	11	0.35406521628184606
54	12	0.37178231112071813
54	13	0.3553183034691756
54	14	0.3656994281447794
54	15	0.37927994112410346
54	16	0.4821042519423884
54	17	0.25945030560644256
54	18	0.2317186632826278
54	19	0.4401935927450822
54	20	0.4409219836596421
54	21	0.4364969965393115
54	22	0.3532063777526204
54	23	0.6197903925095858
54	24	0.5656199107038944
54	25	0.45587624968184315
54	26	0.7143492176200468
54	27	0.41945181460810943
54	28	0.5982662284619735
54	29	0.6612409900615432
54	30	0.6151551756303135
54	31	0.5345257042373817
54	32	0.7019437316557102
54	33	0.7997554793779216
54	34	0.5878576037855652
54	35	0.36247800763919713
54	36	0.3912119307123447
54	37	0.3247433254166765
54	38	0.38413611277626813
54	39	0.39868807115110627
54	40	0.4422329987692635
54	41	0.38290642900654603
54	42	0.06917296118129457
54	43	0.3357686388318939
54	44	0.4883692785748792
54	45	0.24190491070880427
54	46	-0.14622399667473474
54	47	-0.031685593175701854
54	48	-0.13919688716137557
54	49	0.1369624725753411
54	50	0.05051349533478344
55	1	-0.05633045690833427
55	2	0.231773497298974
55	3	0.2667988540410704
55	4	0.3622013705824756
55	5	0.11828661038529731
55	6	0.2525868258804991
55	7	0.30084527586249266
55	8	0.24624698703572534
55	9	0.22194801906129413
55	10	0.31924242802993064
55	11	0.36008469004683263
55	12	0.14490953858179978
55	13	0.20871086524125104
55	14	0.3001673100744213
55	15	0.20584918212473724
55	16	0.1065266041412869
55	17	0.1881459726084742
55	18	0.27176606877006293
55	19	0.11640388212317987
55	20	0.34571880510466
55	21	0.16134906754523115
55	22	0.3571284144833413
55	23	0.17968671432122818
55	24	0.34503092310094274
55	25	0.24611549392241727
55	26	0.3195876945056071
55	27	0.38002681929750537
55	28	0.15620153190825192
55	29	0.3342965977214547
55	30	0.16736089498300544
55	31	0.46901916466744353
55	32	0.2973430120472358
55	33	0.3073181893347794
55	34	0.24703261188542314
55	35	0.21095949733106067
55	36	0.3163862908235231
55	37	0.32157159136487223
55	38	0.279485941400317
55	39	0.24900268670624826
55	40	0.12770270529860284
55	41	0.2574950414581565
55	42	0.39035366476057476
55	43	0.39348226194121594
55	44	0.3375925447788575
55	45	-0.05140375358190141
55	46	-0.018340020752631858
55	47	-0.10157458248388451
55	48	-0.14319565939334922
55	49	0.14042409629855257
55	50	0.014123815407089069
56	1	0.08215817581661611
56	2	0.1502368694126801
56	3	0.11468372257915149
56	4	0.14956750713209033
56	5	-0.02016644401396661
56	6	0.03935702547490649
56	7	0.09724830713584254
56	8	0.1461918406309124
56	9	0.04515931873753232
56	10	0.017974060719296858
56	11	-0.12681359152004035
56	12	-0.24579384491697454
56	13	-0.044126506232046836
56	14	0.018084554888879723
56	15	-0.10373561881453242
56	16	0.035450004006094105
56	17	0.09051904693159685
56	18	-0.0020091473682626315
56	19	0.13531376222422153
56	20	0.05426116110138679
56	21	-0.09791019171402837
56	22	0.10318811491384139
56	23	-0.030750187518172822
56	24	-0.06276784588899176
56	25	-0.20255387669700298
56	26	-0.2589870377674899
56	27	0.007423908990460859
56	28	-0.25133929422047174
56	29	-0.5399607047298929
56	30	-0.20535764488250408
56	31	-0.21951038313203952
56	32	-0.22173586510080412
56	33	-0.19569707376693657
56	34	-0.5096294295989026
56	35	0.036029764524286634
56	36	-0.21595440722322223
56	37	-0.46112488993871636
56	38	-0.0766353095336143
56	39	-0.6533792821982942
56	40	-0.4007065877600695
56	41	-0.418448673630607
56	42	-0.4055512699531931
56	43	-0.40201352202718965
56	44	-0.9452818281531492
56	45	-0.5636871705243038
56	46	-0.44089490031999645
56	47	-0.4207388476135705
56	48	-0.401396463463513
56	49	-0.43636282510892954
56	50	-0.5160910776800449
57	1	0.2065121809845749
57	2	0.106488663842768
57	3	0.25784335507987066
57	4	0.28400620940025334
57	5	0.23550395506728705
57	6	0.11579974726646469
57	7	0.22009499102903618
57	8	0.033752851253936456
57	9	0.2562201858061499
57	10	0.33594707249075384
57	11	0.1420279244144993
57	12	0.18336205516915527
57	13	0.06680516187016394
57	14	0.4495373254889401
57	15	0.11827127179701336
57	16	0.03864408956452081
57	17	0.08843750802834904
57	18	0.2392699223991812
57	19	0.10811020207492561
57	20	0.2228299236623954
57	21	0.23693046289406539
57	22	-0.06954372545365572
57	23	0.09127105853408324
57	24	0.1265804171026801
57	25	0.30512628408393283
57	26	0.13008129413029934
57	27	0.23402454062985356
57	28	0.16920334143844684
57	29	0.2669586176933052
57	30	0.36828576597020657
57	31	0.08640405844131749
57	32	0.28741572835311047
57	33	0.11976373587991418
57	34	0.41873692124806894
57	35	-0.14736099057189733
57	36	0.28953654884912794
57	37	0.130749930618272
57	38	0.13159035799437646
57	39	-0.059530588543402985
57	40	0.011725223896547732
57	41	0.20554644551955192
57	42	0.07101347308441319
57	43	0.04802954429494832
57	44	0.23775004092522778
57	45	0.4545442391799739
57	46	0.3826049561255971
57	47	0.5996099895957343
57	48	0.32419928732603864
57	49	0.333088797055872
57	50	0.3390266369337951
58	1	-0.0034274097689745986
58	2	-0.05088091503843373
58	3	0.15255492711702345
58	4	0.15440567863693389
58	5	0.10979685261600025
58	6	-0.050482814364933404
58	7	0.08273379262132607
58	8	0.05368266478840411
58	9	0.0848656917772388
58	10	-0.13075800467943566
58	11	-0.03847525318170142
58	12	0.2522041530810242
58	13	0.0030873743151644817
58	14	-0.02579265565499611
58	15	0.04090902583011058
58	16	0.13663452185727465
58	17	0.4261880492672674
58	18	0.08808094272183098
58	19	0.09744255768635668
58	20	0.16670694021382815
58	21	0.20038810658427053
58	22	0.2011193795117734
58	23	-0.033336106770761376
58	24	-0.026398142852620765
58	25	0.23329864248885457
58	26	-0.13352824564203303
58	27	0.1306304488636698
58	28	0.10977181689064253
58	29	0.1758384277359042
58	30	-0.04319548272034268
58	31	0.08095675066842745
58	32	-0.06883296219790225
58	33	-0.05730868537855116
58	34	-0.1053918586946665
58	35	-0.031954886793698734
58	36	0.0918534005845828
58	37	-0.07382091930141144
58	38	0.15409542119711261
58	39	0.23709452494217942
